Episode,Difficulty,DifficultyName,Reward,WindowAvg
1434,2,MEDIUM,0.5707,0.5617
1435,2,MEDIUM,0.5447,0.5612
1436,2,MEDIUM,0.5976,0.5621
1437,2,MEDIUM,0.5406,0.5624
1438,2,MEDIUM,0.5657,0.5623
1439,2,MEDIUM,0.5788,0.5629
1440,2,MEDIUM,0.5607,0.5624
1441,2,MEDIUM,0.5593,0.5621
1442,2,MEDIUM,0.5862,0.5627
1443,2,MEDIUM,0.6183,0.5642
1444,2,MEDIUM,0.5553,0.5636
1445,2,MEDIUM,0.2714,0.5576
1446,2,MEDIUM,0.5848,0.5583
1447,2,MEDIUM,0.554,0.5581
1448,2,MEDIUM,0.6536,0.56
1449,2,MEDIUM,0.5854,0.5601
1450,2,MEDIUM,0.5637,0.5599
1451,2,MEDIUM,0.5702,0.5601
1452,2,MEDIUM,0.5753,0.5601
1453,2,MEDIUM,0.6397,0.562
1454,2,MEDIUM,0.5424,0.5617
1455,2,MEDIUM,0.5513,0.5617
1456,2,MEDIUM,0.5852,0.5621
1457,2,MEDIUM,0.576,0.562
1458,2,MEDIUM,0.6024,0.5624
1459,2,MEDIUM,0.5775,0.5626
1460,2,MEDIUM,0.5566,0.5619
1461,2,MEDIUM,0.5513,0.5618
1462,2,MEDIUM,0.6284,0.5614
1463,2,MEDIUM,0.5685,0.5617
1464,2,MEDIUM,0.5584,0.5613
1465,2,MEDIUM,0.5694,0.5599
1466,2,MEDIUM,0.5656,0.5599
1467,2,MEDIUM,0.5642,0.56
1468,2,MEDIUM,0.5783,0.5584
1469,2,MEDIUM,0.5678,0.5586
1470,2,MEDIUM,0.5389,0.5582
1471,2,MEDIUM,0.5599,0.558
1472,2,MEDIUM,0.557,0.5579
1473,2,MEDIUM,0.5643,0.5613
1474,2,MEDIUM,0.5789,0.5618
1475,2,MEDIUM,0.5571,0.5641
1476,2,MEDIUM,0.567,0.5644
1477,2,MEDIUM,0.5816,0.5647
1478,2,MEDIUM,0.6497,0.5667
1479,2,MEDIUM,0.5504,0.5663
1480,2,MEDIUM,0.5685,0.566
1481,2,MEDIUM,0.6444,0.5695
1482,2,MEDIUM,0.5827,0.5698
1483,2,MEDIUM,0.5607,0.5696
1484,2,MEDIUM,0.5531,0.5693
1485,2,MEDIUM,0.562,0.5696
1486,2,MEDIUM,0.5579,0.5688
1487,2,MEDIUM,0.5265,0.5685
1488,2,MEDIUM,0.4877,0.567
1489,2,MEDIUM,0.5693,0.5668
1490,2,MEDIUM,0.427,0.5641
1491,2,MEDIUM,0.5462,0.5638
1492,2,MEDIUM,0.5602,0.5633
1493,2,MEDIUM,0.6721,0.5644
1494,2,MEDIUM,0.5001,0.5633
1495,2,MEDIUM,0.5251,0.5684
1496,2,MEDIUM,0.5554,0.5678
1497,2,MEDIUM,0.6568,0.5698
1498,2,MEDIUM,0.6552,0.5699
1499,2,MEDIUM,0.5619,0.5694
1500,2,MEDIUM,0.5647,0.5694
1501,2,MEDIUM,0.5651,0.5693
1502,2,MEDIUM,0.5809,0.5694
1503,2,MEDIUM,0.5652,0.5679
1504,2,MEDIUM,0.5024,0.5671
1505,2,MEDIUM,0.3472,0.5631
1506,2,MEDIUM,0.5511,0.5624
1507,2,MEDIUM,0.569,0.5622
1508,2,MEDIUM,0.6331,0.5628
1509,2,MEDIUM,0.579,0.5629
1510,2,MEDIUM,0.5485,0.5627
1511,2,MEDIUM,0.5517,0.5627
1512,2,MEDIUM,0.5321,0.5608
1513,2,MEDIUM,0.5086,0.5596
1514,2,MEDIUM,0.571,0.5599
1515,2,MEDIUM,0.5706,0.5599
1516,2,MEDIUM,0.5692,0.56
1517,2,MEDIUM,0.546,0.5596
1518,2,MEDIUM,0.5756,0.5595
1519,2,MEDIUM,0.6601,0.5614
1520,2,MEDIUM,0.5231,0.5611
1521,2,MEDIUM,0.5773,0.5614
1522,2,MEDIUM,0.5513,0.5613
1523,2,MEDIUM,0.555,0.5611
1524,2,MEDIUM,0.3897,0.5573
1525,2,MEDIUM,0.5636,0.5575
1526,2,MEDIUM,0.5646,0.5574
1527,2,MEDIUM,0.5542,0.5569
1528,2,MEDIUM,0.5771,0.5554
1529,2,MEDIUM,0.5625,0.5557
1530,2,MEDIUM,0.5487,0.5553
1531,2,MEDIUM,0.5705,0.5538
1532,2,MEDIUM,0.4158,0.5504
1533,2,MEDIUM,0.5889,0.551
1534,2,MEDIUM,0.5755,0.5515
1535,2,MEDIUM,0.5521,0.5513
1536,2,MEDIUM,0.5812,0.5517
1537,2,MEDIUM,0.5726,0.5526
1538,2,MEDIUM,0.5758,0.5544
1539,2,MEDIUM,0.551,0.554
1540,2,MEDIUM,0.5692,0.5569
1541,2,MEDIUM,0.5657,0.5573
1542,2,MEDIUM,0.5627,0.5573
1543,2,MEDIUM,0.5837,0.5556
1544,2,MEDIUM,0.5576,0.5567
1545,2,MEDIUM,0.5591,0.5574
1546,2,MEDIUM,0.5744,0.5578
1547,2,MEDIUM,0.422,0.5531
1548,2,MEDIUM,0.574,0.5514
1549,2,MEDIUM,0.5642,0.5515
1550,2,MEDIUM,0.4618,0.5494
1551,2,MEDIUM,0.5741,0.5496
1552,2,MEDIUM,0.5456,0.5489
1553,2,MEDIUM,0.5575,0.5487
1554,2,MEDIUM,0.5796,0.5503
1555,2,MEDIUM,0.5732,0.5548
1556,2,MEDIUM,0.5905,0.5556
1557,2,MEDIUM,0.638,0.557
1558,2,MEDIUM,0.5164,0.5546
1559,2,MEDIUM,0.5725,0.5545
1560,2,MEDIUM,0.575,0.555
1561,2,MEDIUM,0.5638,0.5553
1562,2,MEDIUM,0.5913,0.5565
1563,2,MEDIUM,0.5318,0.5569
1564,2,MEDIUM,0.5721,0.557
1565,2,MEDIUM,0.5823,0.5572
1566,2,MEDIUM,0.5736,0.5573
1567,2,MEDIUM,0.5768,0.5579
1568,2,MEDIUM,0.6251,0.5589
1569,2,MEDIUM,0.5748,0.5572
1570,2,MEDIUM,0.5679,0.5581
1571,2,MEDIUM,0.5688,0.5579
1572,2,MEDIUM,0.379,0.5545
1573,2,MEDIUM,0.5753,0.5549
1574,2,MEDIUM,0.5746,0.5586
1575,2,MEDIUM,0.5801,0.5589
1576,2,MEDIUM,0.571,0.559
1577,2,MEDIUM,0.5749,0.5594
1578,2,MEDIUM,0.572,0.5593
1579,2,MEDIUM,0.5815,0.5597
1580,2,MEDIUM,0.5739,0.5602
1581,2,MEDIUM,0.5705,0.5602
1582,2,MEDIUM,0.5545,0.563
1583,2,MEDIUM,0.5553,0.5623
1584,2,MEDIUM,0.53,0.5614
1585,2,MEDIUM,0.5196,0.5608
1586,2,MEDIUM,0.5766,0.5607
1587,2,MEDIUM,0.5793,0.5608
1588,2,MEDIUM,0.5777,0.5608
1589,2,MEDIUM,0.4128,0.5581
1590,2,MEDIUM,0.4046,0.5548
1591,2,MEDIUM,0.5659,0.5548
1592,2,MEDIUM,0.4768,0.5531
1593,2,MEDIUM,0.5757,0.5529
1594,2,MEDIUM,0.4199,0.5502
1595,2,MEDIUM,0.5464,0.5499
1596,2,MEDIUM,0.5569,0.5496
1597,2,MEDIUM,0.5809,0.5527
1598,2,MEDIUM,0.6488,0.5542
1599,2,MEDIUM,0.5712,0.5544
1600,2,MEDIUM,0.5854,0.5568
1601,3,HARD,0.5711,0.5711
1602,3,HARD,0.5745,0.5728
1603,3,HARD,0.5201,0.5552
1604,3,HARD,0.5734,0.5598
1605,3,HARD,0.5883,0.5655
1606,3,HARD,0.5526,0.5633
1607,3,HARD,0.6228,0.5718
1608,3,HARD,0.5553,0.5698
1609,3,HARD,0.5529,0.5679
1610,3,HARD,0.5334,0.5644
1611,3,HARD,0.5717,0.5651
1612,3,HARD,0.5635,0.565
1613,3,HARD,0.5465,0.5635
1614,3,HARD,0.5758,0.5644
1615,3,HARD,0.5625,0.5643
1616,3,HARD,0.5563,0.5638
1617,3,HARD,0.5574,0.5634
1618,3,HARD,0.5573,0.5631
1619,3,HARD,0.5793,0.5639
1620,3,HARD,0.5653,0.564
1621,3,HARD,0.5787,0.5647
1622,3,HARD,0.5829,0.5655
1623,3,HARD,0.5682,0.5657
1624,3,HARD,0.5889,0.5666
1625,3,HARD,0.4219,0.5608
1626,3,HARD,0.5546,0.5606
1627,3,HARD,0.5732,0.5611
1628,3,HARD,0.5652,0.5612
1629,3,HARD,0.5597,0.5612
1630,3,HARD,0.5639,0.5613
1631,3,HARD,0.4807,0.5587
1632,3,HARD,0.5553,0.5585
1633,3,HARD,0.5634,0.5587
1634,3,HARD,0.6187,0.5605
1635,3,HARD,0.5702,0.5607
1636,3,HARD,0.5595,0.5607
1637,3,HARD,0.6542,0.5632
1638,3,HARD,0.573,0.5635
1639,3,HARD,0.5861,0.5641
1640,3,HARD,0.6626,0.5665
1641,3,HARD,0.6188,0.5678
1642,3,HARD,0.5488,0.5674
1643,3,HARD,0.5607,0.5672
1644,3,HARD,0.619,0.5684
1645,3,HARD,0.5286,0.5675
1646,3,HARD,0.5143,0.5663
1647,3,HARD,0.5561,0.5661
1648,3,HARD,0.5509,0.5658
1649,3,HARD,0.5559,0.5656
1650,3,HARD,0.5481,0.5652
1651,3,HARD,0.5694,0.5652
1652,3,HARD,0.5195,0.5641
1653,3,HARD,0.5752,0.5652
1654,3,HARD,0.5715,0.5652
1655,3,HARD,0.5366,0.5641
1656,3,HARD,0.575,0.5646
1657,3,HARD,0.5677,0.5635
1658,3,HARD,0.5707,0.5638
1659,3,HARD,0.5787,0.5643
1660,3,HARD,0.5526,0.5647
1661,3,HARD,0.5362,0.564
1662,3,HARD,0.558,0.5639
1663,3,HARD,0.5886,0.5647
1664,3,HARD,0.5075,0.5634
1665,3,HARD,0.5872,0.5638
1666,3,HARD,0.5488,0.5637
1667,3,HARD,0.5755,0.5641
1668,3,HARD,0.5524,0.564
1669,3,HARD,0.645,0.5653
1670,3,HARD,0.5514,0.565
1671,3,HARD,0.3691,0.5608
1672,3,HARD,0.5536,0.5602
1673,3,HARD,0.5409,0.5597
1674,3,HARD,0.5485,0.5589
1675,3,HARD,0.5856,0.5621
1676,3,HARD,0.5562,0.5622
1677,3,HARD,0.5299,0.5613
1678,3,HARD,0.5624,0.5612
1679,3,HARD,0.6572,0.5632
1680,3,HARD,0.5706,0.5633
1681,3,HARD,0.4005,0.5617
1682,3,HARD,0.5727,0.5621
1683,3,HARD,0.5377,0.5616
1684,3,HARD,0.5458,0.5601
1685,3,HARD,0.5799,0.5603
1686,3,HARD,0.5956,0.561
1687,3,HARD,0.5635,0.5592
1688,3,HARD,0.5424,0.5586
1689,3,HARD,0.3894,0.5547
1690,3,HARD,0.5741,0.5529
1691,3,HARD,0.5795,0.5521
1692,3,HARD,0.4623,0.5504
1693,3,HARD,0.5703,0.5506
1694,3,HARD,0.6261,0.5507
1695,3,HARD,0.5553,0.5512
1696,3,HARD,0.5729,0.5524
1697,3,HARD,0.5532,0.5524
1698,3,HARD,0.5658,0.5527
1699,3,HARD,0.6453,0.5544
1700,3,HARD,0.5775,0.555
1701,3,HARD,0.5531,0.5547
1702,3,HARD,0.6022,0.5564
1703,3,HARD,0.5729,0.5563
1704,3,HARD,0.4972,0.5548
1705,3,HARD,0.6697,0.5575
1706,3,HARD,0.5358,0.5567
1707,3,HARD,0.5922,0.5572
1708,3,HARD,0.4333,0.5544
1709,3,HARD,0.6506,0.5559
1710,3,HARD,0.5777,0.5564
1711,3,HARD,0.5579,0.5568
1712,3,HARD,0.5513,0.5567
1713,3,HARD,0.5569,0.5561
1714,3,HARD,0.58,0.5575
1715,3,HARD,0.5657,0.5571
1716,3,HARD,0.588,0.5579
1717,3,HARD,0.5183,0.5567
1718,3,HARD,0.4329,0.5543
1719,3,HARD,0.5628,0.5527
1720,3,HARD,0.5762,0.5532
1721,3,HARD,0.5628,0.5571
1722,3,HARD,0.5257,0.5565
1723,3,HARD,0.5361,0.5564
1724,3,HARD,0.5676,0.5568
1725,3,HARD,0.6317,0.5577
1726,3,HARD,0.5453,0.5575
1727,3,HARD,0.5966,0.5588
1728,3,HARD,0.5478,0.5585
1729,3,HARD,0.5613,0.5566
1730,3,HARD,0.5772,0.5567
1731,3,HARD,0.5463,0.5597
1732,3,HARD,0.5071,0.5583
1733,3,HARD,0.5684,0.559
1734,3,HARD,0.5343,0.5587
1735,3,HARD,0.4885,0.5569
1736,3,HARD,0.6413,0.5578
1737,3,HARD,0.5121,0.5568
1738,3,HARD,0.5469,0.5569
1739,3,HARD,0.576,0.5606
1740,3,HARD,0.5632,0.5604
1741,3,HARD,0.2972,0.5547
1742,3,HARD,0.394,0.5534
1743,3,HARD,0.5472,0.5529
1744,3,HARD,0.5247,0.5509
1745,3,HARD,0.5774,0.5513
1746,3,HARD,0.5653,0.5512
1747,3,HARD,0.5559,0.5512
1748,3,HARD,0.4022,0.548
1749,3,HARD,0.5761,0.5466
1750,3,HARD,0.5824,0.5467
1751,3,HARD,0.4172,0.5439
1752,3,HARD,0.5695,0.5433
1753,3,HARD,0.5583,0.543
1754,3,HARD,0.5537,0.5441
1755,3,HARD,0.5653,0.542
1756,3,HARD,0.5343,0.542
1757,3,HARD,0.6732,0.5436
1758,3,HARD,0.5753,0.5465
1759,3,HARD,0.4886,0.5432
1760,3,HARD,0.5211,0.5421
1761,3,HARD,0.3933,0.5388
1762,3,HARD,0.5521,0.5388
1763,3,HARD,0.5821,0.5393
1764,3,HARD,0.5896,0.5395
1765,3,HARD,0.549,0.5392
1766,3,HARD,0.5905,0.5392
1767,3,HARD,0.4144,0.5372
1768,3,HARD,0.4224,0.5369
1769,3,HARD,0.5692,0.5371
1770,3,HARD,0.4144,0.5338
1771,3,HARD,0.5501,0.5336
1772,3,HARD,0.5693,0.5345
1773,3,HARD,0.5009,0.5337
1774,3,HARD,0.5616,0.5336
1775,3,HARD,0.5527,0.532
1776,3,HARD,0.5648,0.5324
1777,3,HARD,0.3316,0.5271
1778,3,HARD,0.5277,0.5267
1779,3,HARD,0.5054,0.5256
1780,3,HARD,0.4178,0.5224
1781,3,HARD,0.5338,0.5222
1782,3,HARD,0.6251,0.5245
1783,3,HARD,0.6314,0.5258
1784,3,HARD,0.6395,0.5279
1785,3,HARD,0.5447,0.529
1786,3,HARD,0.5884,0.528
1787,3,HARD,0.542,0.5286
1788,3,HARD,0.5756,0.5291
1789,3,HARD,0.557,0.5288
1790,3,HARD,0.5679,0.5289
1791,3,HARD,0.5701,0.5343
1792,3,HARD,0.5847,0.5381
1793,3,HARD,0.5612,0.5384
1794,3,HARD,0.5509,0.5389
1795,3,HARD,0.5429,0.5382
1796,3,HARD,0.5774,0.5385
1797,3,HARD,0.5847,0.5391
1798,3,HARD,0.5709,0.5424
1799,3,HARD,0.5691,0.5423
1800,3,HARD,0.5553,0.5418
1801,3,HARD,0.4169,0.5417
1802,3,HARD,0.5507,0.5414
1803,3,HARD,0.6539,0.5433
1804,3,HARD,0.5397,0.543
1805,3,HARD,0.5591,0.5429
1806,3,HARD,0.5898,0.544
1807,3,HARD,0.5559,0.5416
1808,3,HARD,0.51,0.5403
1809,3,HARD,0.6228,0.543
1810,3,HARD,0.5469,0.5435
1811,3,HARD,0.5826,0.5473
1812,3,HARD,0.4807,0.5459
1813,3,HARD,0.6456,0.5472
1814,3,HARD,0.5425,0.5462
1815,3,HARD,0.5564,0.5464
1816,3,HARD,0.5654,0.5459
1817,3,HARD,0.5567,0.5487
1818,3,HARD,0.559,0.5514
1819,3,HARD,0.5498,0.5511
1820,3,HARD,0.564,0.5541
1821,3,HARD,0.3933,0.5509
1822,3,HARD,0.5608,0.5507
1823,3,HARD,0.5866,0.5525
1824,3,HARD,0.5588,0.5524
1825,3,HARD,0.5606,0.5526
1826,3,HARD,0.5536,0.5523
1827,3,HARD,0.5839,0.5574
1828,3,HARD,0.5748,0.5583
1829,3,HARD,0.5259,0.5587
1830,3,HARD,0.5541,0.5615
1831,3,HARD,0.5508,0.5618
1832,3,HARD,0.5177,0.5597
1833,3,HARD,0.467,0.5564
1834,3,HARD,0.5586,0.5548
1835,3,HARD,0.5819,0.5555
1836,3,HARD,0.5395,0.5545
1837,3,HARD,0.5649,0.555
1838,3,HARD,0.5521,0.5545
1839,3,HARD,0.572,0.5548
1840,3,HARD,0.6206,0.5559
1841,3,HARD,0.4803,0.5541
1842,3,HARD,0.5575,0.5535
1843,3,HARD,0.5608,0.5535
1844,3,HARD,0.555,0.5536
1845,3,HARD,0.4868,0.5525
1846,3,HARD,0.6428,0.5538
1847,3,HARD,0.4631,0.5513
1848,3,HARD,0.5328,0.5506
1849,3,HARD,0.5559,0.5503
1850,3,HARD,0.5543,0.5503
1851,3,HARD,0.5835,0.5536
1852,3,HARD,0.5688,0.554
1853,3,HARD,0.5273,0.5515
1854,3,HARD,0.5434,0.5515
1855,3,HARD,0.6587,0.5535
1856,3,HARD,0.3911,0.5496
1857,3,HARD,0.5468,0.5494
1858,3,HARD,0.5778,0.5507
1859,3,HARD,0.4614,0.5475
1860,3,HARD,0.5726,0.548
1861,3,HARD,0.6683,0.5497
1862,3,HARD,0.5534,0.5512
1863,3,HARD,0.5519,0.5493
1864,3,HARD,0.5511,0.5495
1865,3,HARD,0.5678,0.5497
1866,3,HARD,0.6477,0.5514
1867,3,HARD,0.5805,0.5518
1868,3,HARD,0.6393,0.5534
1869,3,HARD,0.5373,0.5532
1870,3,HARD,0.4325,0.5506
1871,3,HARD,0.5917,0.5545
1872,3,HARD,0.569,0.5547
1873,3,HARD,0.5814,0.5546
1874,3,HARD,0.5505,0.5544
1875,3,HARD,0.6273,0.5558
1876,3,HARD,0.5727,0.5561
1877,3,HARD,0.5521,0.5555
1878,3,HARD,0.5495,0.555
1879,3,HARD,0.5832,0.5561
1880,3,HARD,0.5549,0.5562
1881,3,HARD,0.5465,0.5561
1882,3,HARD,0.6529,0.5588
1883,3,HARD,0.5659,0.5608
1884,3,HARD,0.5565,0.5607
1885,3,HARD,0.5962,0.561
1886,3,HARD,0.531,0.5608
1887,3,HARD,0.5546,0.5606
1888,3,HARD,0.5817,0.5612
1889,3,HARD,0.6712,0.5632
1890,3,HARD,0.5526,0.5618
1891,3,HARD,0.5579,0.5634
1892,3,HARD,0.6238,0.5647
1893,3,HARD,0.5597,0.5647
1894,3,HARD,0.4852,0.5633
1895,3,HARD,0.359,0.5607
1896,3,HARD,0.419,0.5563
1897,3,HARD,0.6302,0.5596
1898,3,HARD,0.6331,0.5616
1899,3,HARD,0.6307,0.5631
1900,3,HARD,0.5506,0.563
1901,3,HARD,0.5766,0.5629
1902,3,HARD,0.5921,0.5634
1903,3,HARD,0.5535,0.5639
1904,3,HARD,0.5536,0.5641
1905,3,HARD,0.5343,0.5616
1906,3,HARD,0.5565,0.5649
1907,3,HARD,0.5657,0.5653
1908,3,HARD,0.5616,0.565
1909,3,HARD,0.5474,0.5667
1910,3,HARD,0.5452,0.5661
1911,3,HARD,0.5682,0.5641
1912,3,HARD,0.5457,0.564
1913,3,HARD,0.5542,0.564
1914,3,HARD,0.534,0.5637
1915,3,HARD,0.58,0.5639
1916,3,HARD,0.4284,0.5595
1917,3,HARD,0.547,0.5589
1918,3,HARD,0.5629,0.5573
1919,3,HARD,0.4864,0.5563
1920,3,HARD,0.4813,0.5573
1921,3,HARD,0.5821,0.5571
1922,3,HARD,0.5556,0.5568
1923,3,HARD,0.6708,0.5586
1924,3,HARD,0.5254,0.5581
1925,3,HARD,0.5617,0.5568
1926,3,HARD,0.579,0.5569
1927,3,HARD,0.5701,0.5573
1928,3,HARD,0.5699,0.5577
1929,3,HARD,0.5681,0.5574
1930,3,HARD,0.568,0.5577
1931,3,HARD,0.6018,0.5588
1932,3,HARD,0.5741,0.5572
1933,3,HARD,0.5308,0.5565
1934,3,HARD,0.4795,0.555
1935,3,HARD,0.5549,0.5541
1936,3,HARD,0.5704,0.5549
1937,3,HARD,0.5742,0.5553
1938,3,HARD,0.5886,0.5555
1939,3,HARD,0.534,0.5527
1940,3,HARD,0.5098,0.5519
1941,3,HARD,0.5415,0.5515
1942,3,HARD,0.5213,0.5495
1943,3,HARD,0.4376,0.547
1944,3,HARD,0.5637,0.5486
1945,3,HARD,0.5306,0.552
1946,3,HARD,0.4375,0.5524
1947,3,HARD,0.5423,0.5506
1948,3,HARD,0.5517,0.549
1949,3,HARD,0.5659,0.5477
1950,3,HARD,0.5728,0.5482
1951,3,HARD,0.5288,0.5472
1952,3,HARD,0.5352,0.5461
1953,3,HARD,0.6523,0.548
1954,3,HARD,0.5467,0.5479
1955,3,HARD,0.4973,0.5472
1956,3,HARD,0.5431,0.5469
1957,3,HARD,0.5262,0.5461
1958,3,HARD,0.5476,0.5458
1959,3,HARD,0.5591,0.5461
1960,3,HARD,0.4875,0.5449
1961,3,HARD,0.4821,0.5432
1962,3,HARD,0.5737,0.5438
1963,3,HARD,0.5585,0.5438
1964,3,HARD,0.5658,0.5445
1965,3,HARD,0.5739,0.5444
1966,3,HARD,0.5797,0.5474
1967,3,HARD,0.5629,0.5477
1968,3,HARD,0.5439,0.5473
1969,3,HARD,0.4338,0.5463
1970,3,HARD,0.5073,0.5468
1971,3,HARD,0.5892,0.5469
1972,3,HARD,0.5686,0.5472
1973,3,HARD,0.5196,0.5442
1974,3,HARD,0.5787,0.5452
1975,3,HARD,0.575,0.5455
1976,3,HARD,0.5513,0.5449
1977,3,HARD,0.5702,0.5449
1978,3,HARD,0.5714,0.545
1979,3,HARD,0.5587,0.5448
1980,3,HARD,0.6008,0.5454
1981,3,HARD,0.5834,0.5451
1982,3,HARD,0.6364,0.5463
1983,3,HARD,0.549,0.5467
1984,3,HARD,0.4985,0.5471
1985,3,HARD,0.5409,0.5468
1986,3,HARD,0.5118,0.5456
1987,3,HARD,0.5637,0.5454
1988,3,HARD,0.6477,0.5466
1989,3,HARD,0.5698,0.5473
1990,3,HARD,0.5525,0.5482
1991,3,HARD,0.5627,0.5486
1992,3,HARD,0.6145,0.5504
1993,3,HARD,0.5495,0.5527
1994,3,HARD,0.577,0.5529
1995,3,HARD,0.4512,0.5514
1996,3,HARD,0.5975,0.5546
1997,3,HARD,0.5819,0.5553
1998,3,HARD,0.574,0.5558
1999,3,HARD,0.5093,0.5547
2000,3,HARD,0.5551,0.5543
2001,3,HARD,0.5779,0.5553
2002,3,HARD,0.5831,0.5562
2003,3,HARD,0.4934,0.5531
2004,3,HARD,0.5783,0.5537
2005,3,HARD,0.5436,0.5546
2006,3,HARD,0.5656,0.5551
2007,3,HARD,0.3863,0.5523
2008,3,HARD,0.5632,0.5526
2009,3,HARD,0.5475,0.5524
2010,3,HARD,0.5524,0.5537
2011,3,HARD,0.556,0.5551
2012,3,HARD,0.6259,0.5562
2013,3,HARD,0.5633,0.5563
2014,3,HARD,0.4749,0.5545
2015,3,HARD,0.5251,0.5535
2016,3,HARD,0.5975,0.5538
2017,3,HARD,0.4882,0.5523
2018,3,HARD,0.5515,0.5525
2019,3,HARD,0.574,0.5553
2020,3,HARD,0.5918,0.557
2021,3,HARD,0.5423,0.556
2022,3,HARD,0.5498,0.5557
2023,3,HARD,0.5569,0.5564
2024,3,HARD,0.5401,0.5556
2025,3,HARD,0.5574,0.5553
2026,3,HARD,0.5166,0.5546
2027,3,HARD,0.6521,0.5562
2028,3,HARD,0.6424,0.5577
2029,3,HARD,0.5515,0.5575
2030,3,HARD,0.5671,0.5568
2031,3,HARD,0.557,0.5563
2032,3,HARD,0.5778,0.5551
2033,3,HARD,0.3831,0.5518
2034,3,HARD,0.4429,0.5507
2035,3,HARD,0.5644,0.5512
2036,3,HARD,0.6274,0.5535
2037,3,HARD,0.5419,0.5531
2038,3,HARD,0.5767,0.5516
2039,3,HARD,0.582,0.5519
2040,3,HARD,0.4287,0.5494
2041,3,HARD,0.5487,0.5491
2042,3,HARD,0.5726,0.5483
2043,3,HARD,0.5458,0.5482
2044,3,HARD,0.5646,0.548
2045,3,HARD,0.554,0.55
2046,3,HARD,0.5723,0.5495
2047,3,HARD,0.5234,0.5483
2048,3,HARD,0.6369,0.5496
2049,3,HARD,0.6466,0.5524
2050,3,HARD,0.5578,0.5524
2051,3,HARD,0.5696,0.5522
2052,3,HARD,0.5731,0.552
2053,3,HARD,0.5441,0.5531
2054,3,HARD,0.4025,0.5495
2055,3,HARD,0.5713,0.5501
2056,3,HARD,0.5761,0.5503
2057,3,HARD,0.5527,0.5536
2058,3,HARD,0.5581,0.5535
2059,3,HARD,0.5542,0.5537
2060,3,HARD,0.5545,0.5537
2061,3,HARD,0.5649,0.5539
2062,3,HARD,0.6035,0.5534
2063,3,HARD,0.562,0.5534
2064,3,HARD,0.5534,0.555
2065,3,HARD,0.6253,0.557
2066,3,HARD,0.6417,0.5579
2067,3,HARD,0.6423,0.5609
2068,3,HARD,0.5345,0.5606
2069,3,HARD,0.5525,0.5602
2070,3,HARD,0.3054,0.5544
2071,3,HARD,0.5491,0.5546
2072,3,HARD,0.5501,0.5546
2073,3,HARD,0.5912,0.5553
2074,3,HARD,0.5682,0.5558
2075,3,HARD,0.5805,0.5563
2076,3,HARD,0.5672,0.5573
2077,3,HARD,0.6441,0.5571
2078,3,HARD,0.5373,0.555
2079,3,HARD,0.5577,0.5552
2080,3,HARD,0.5612,0.5551
2081,3,HARD,0.3872,0.5517
2082,3,HARD,0.5524,0.5512
2083,3,HARD,0.5673,0.5548
2084,3,HARD,0.6541,0.5591
2085,3,HARD,0.5621,0.559
2086,3,HARD,0.6251,0.559
2087,3,HARD,0.5781,0.5597
2088,3,HARD,0.5499,0.5592
2089,3,HARD,0.5831,0.5592
2090,3,HARD,0.5869,0.5623
2091,3,HARD,0.5855,0.5631
2092,3,HARD,0.5505,0.5626
2093,3,HARD,0.5751,0.5632
2094,3,HARD,0.5843,0.5636
2095,3,HARD,0.5636,0.5638
2096,3,HARD,0.5414,0.5632
2097,3,HARD,0.6433,0.5656
2098,3,HARD,0.4919,0.5627
2099,3,HARD,0.5767,0.5613
2100,3,HARD,0.586,0.5619
2101,3,HARD,0.5619,0.5617
2102,3,HARD,0.6332,0.5629
2103,3,HARD,0.5781,0.5636
2104,3,HARD,0.563,0.5668
2105,3,HARD,0.5708,0.5668
2106,3,HARD,0.5753,0.5668
2107,3,HARD,0.5708,0.5671
2108,3,HARD,0.5748,0.5675
2109,3,HARD,0.5826,0.568
2110,3,HARD,0.5809,0.5686
2111,3,HARD,0.5778,0.5688
2112,3,HARD,0.5672,0.5681
2113,3,HARD,0.5629,0.5681
2114,3,HARD,0.548,0.568
2115,3,HARD,0.5841,0.5672
2116,3,HARD,0.6492,0.5673
2117,3,HARD,0.6281,0.567
2118,3,HARD,0.5401,0.5671
2119,3,HARD,0.6533,0.5692
2120,3,HARD,0.5663,0.5744
2121,3,HARD,0.5662,0.5747
2122,3,HARD,0.5596,0.5749
2123,3,HARD,0.5416,0.5739
2124,3,HARD,0.5626,0.5738
2125,3,HARD,0.5583,0.5734
2126,3,HARD,0.5084,0.5722
2127,3,HARD,0.5603,0.5705
2128,3,HARD,0.5489,0.5707
2129,3,HARD,0.5269,0.5701
2130,3,HARD,0.6005,0.5709
2131,3,HARD,0.5858,0.5749
2132,3,HARD,0.6522,0.5769
2133,3,HARD,0.5484,0.5765
2134,3,HARD,0.5639,0.5747
2135,3,HARD,0.5538,0.5745
2136,3,HARD,0.3412,0.5689
2137,3,HARD,0.5362,0.568
2138,3,HARD,0.6824,0.5707
2139,3,HARD,0.5691,0.5704
2140,3,HARD,0.5616,0.5699
2141,3,HARD,0.5647,0.5695
2142,3,HARD,0.5227,0.5689
2143,3,HARD,0.6036,0.5695
2144,3,HARD,0.4951,0.5677
2145,3,HARD,0.6073,0.5686
2146,3,HARD,0.5612,0.569
2147,3,HARD,0.5896,0.5679
2148,3,HARD,0.4241,0.5665
