Episode,Difficulty,DifficultyName,Reward,WindowAvg
781,1,EASY,0.6453,0.5394
782,1,EASY,0.4358,0.538
783,1,EASY,0.5536,0.5376
784,1,EASY,0.5913,0.5379
785,1,EASY,0.6493,0.5401
786,1,EASY,0.6448,0.5417
787,1,EASY,0.3588,0.5377
788,1,EASY,0.5933,0.5379
789,1,EASY,0.3441,0.5334
790,1,EASY,0.3823,0.5298
791,1,EASY,0.5385,0.53
792,1,EASY,0.5575,0.5306
793,1,EASY,0.5262,0.5296
794,1,EASY,0.5839,0.5307
795,1,EASY,0.6677,0.5374
796,1,EASY,0.616,0.5417
797,1,EASY,0.5451,0.5425
798,1,EASY,0.5412,0.5425
799,1,EASY,0.4988,0.5413
800,1,EASY,0.5324,0.541
801,2,MEDIUM,0.5549,0.5549
802,2,MEDIUM,0.5629,0.5589
803,2,MEDIUM,0.405,0.5076
804,2,MEDIUM,0.5517,0.5186
805,2,MEDIUM,0.5038,0.5156
806,2,MEDIUM,0.5486,0.5211
807,2,MEDIUM,0.5582,0.5264
808,2,MEDIUM,0.5606,0.5307
809,2,MEDIUM,0.5742,0.5355
810,2,MEDIUM,0.6462,0.5466
811,2,MEDIUM,0.5412,0.5461
812,2,MEDIUM,0.5792,0.5489
813,2,MEDIUM,0.6596,0.5574
814,2,MEDIUM,0.5527,0.5571
815,2,MEDIUM,0.5581,0.5571
816,2,MEDIUM,0.5518,0.5568
817,2,MEDIUM,0.5851,0.5585
818,2,MEDIUM,0.5408,0.5575
819,2,MEDIUM,0.5879,0.5591
820,2,MEDIUM,0.5457,0.5584
821,2,MEDIUM,0.4883,0.5551
822,2,MEDIUM,0.5533,0.555
823,2,MEDIUM,0.5457,0.5546
824,2,MEDIUM,0.551,0.5544
825,2,MEDIUM,0.5445,0.554
826,2,MEDIUM,0.6156,0.5564
827,2,MEDIUM,0.5771,0.5572
828,2,MEDIUM,0.5585,0.5572
829,2,MEDIUM,0.5644,0.5575
830,2,MEDIUM,0.5662,0.5578
831,2,MEDIUM,0.405,0.5528
832,2,MEDIUM,0.5518,0.5528
833,2,MEDIUM,0.399,0.5481
834,2,MEDIUM,0.4064,0.544
835,2,MEDIUM,0.5474,0.5441
836,2,MEDIUM,0.5644,0.5446
837,2,MEDIUM,0.3838,0.5403
838,2,MEDIUM,0.5706,0.5411
839,2,MEDIUM,0.5651,0.5417
840,2,MEDIUM,0.526,0.5413
841,2,MEDIUM,0.6037,0.5428
842,2,MEDIUM,0.5762,0.5436
843,2,MEDIUM,0.5743,0.5443
844,2,MEDIUM,0.6365,0.5464
845,2,MEDIUM,0.6388,0.5485
846,2,MEDIUM,0.57,0.549
847,2,MEDIUM,0.5184,0.5483
848,2,MEDIUM,0.5685,0.5487
849,2,MEDIUM,0.5183,0.5481
850,2,MEDIUM,0.5488,0.5481
851,2,MEDIUM,0.5555,0.5481
852,2,MEDIUM,0.5556,0.548
853,2,MEDIUM,0.5429,0.5507
854,2,MEDIUM,0.5739,0.5512
855,2,MEDIUM,0.5655,0.5524
856,2,MEDIUM,0.5501,0.5524
857,2,MEDIUM,0.5729,0.5527
858,2,MEDIUM,0.579,0.5531
859,2,MEDIUM,0.5508,0.5526
860,2,MEDIUM,0.5616,0.551
861,2,MEDIUM,0.5273,0.5507
862,2,MEDIUM,0.6407,0.5519
863,2,MEDIUM,0.5802,0.5503
864,2,MEDIUM,0.6008,0.5513
865,2,MEDIUM,0.5308,0.5507
866,2,MEDIUM,0.5751,0.5512
867,2,MEDIUM,0.5537,0.5506
868,2,MEDIUM,0.5511,0.5508
869,2,MEDIUM,0.494,0.5489
870,2,MEDIUM,0.5632,0.5492
871,2,MEDIUM,0.5755,0.551
872,2,MEDIUM,0.4961,0.5498
873,2,MEDIUM,0.569,0.5503
874,2,MEDIUM,0.5725,0.5507
875,2,MEDIUM,0.6651,0.5532
876,2,MEDIUM,0.5347,0.5515
877,2,MEDIUM,0.552,0.551
878,2,MEDIUM,0.5925,0.5517
879,2,MEDIUM,0.5523,0.5515
880,2,MEDIUM,0.5612,0.5514
881,2,MEDIUM,0.6185,0.5556
882,2,MEDIUM,0.5542,0.5557
883,2,MEDIUM,0.5704,0.5591
884,2,MEDIUM,0.5601,0.5622
885,2,MEDIUM,0.545,0.5621
886,2,MEDIUM,0.5428,0.5617
887,2,MEDIUM,0.5626,0.5653
888,2,MEDIUM,0.5817,0.5655
889,2,MEDIUM,0.6589,0.5674
890,2,MEDIUM,0.4032,0.5649
891,2,MEDIUM,0.5326,0.5635
892,2,MEDIUM,0.2833,0.5576
893,2,MEDIUM,0.6288,0.5587
894,2,MEDIUM,0.5664,0.5573
895,2,MEDIUM,0.5634,0.5558
896,2,MEDIUM,0.6411,0.5572
897,2,MEDIUM,0.5627,0.5581
898,2,MEDIUM,0.5724,0.5582
899,2,MEDIUM,0.5487,0.5588
900,2,MEDIUM,0.5546,0.5589
901,2,MEDIUM,0.5148,0.5581
902,2,MEDIUM,0.5451,0.5579
903,2,MEDIUM,0.5225,0.5575
904,2,MEDIUM,0.5244,0.5565
905,2,MEDIUM,0.404,0.5533
906,2,MEDIUM,0.5833,0.5539
907,2,MEDIUM,0.574,0.554
908,2,MEDIUM,0.5361,0.5531
909,2,MEDIUM,0.658,0.5553
910,2,MEDIUM,0.4115,0.5522
911,2,MEDIUM,0.5224,0.5522
912,2,MEDIUM,0.5021,0.5494
913,2,MEDIUM,0.5631,0.549
914,2,MEDIUM,0.3283,0.5436
915,2,MEDIUM,0.5705,0.5444
916,2,MEDIUM,0.5528,0.5439
917,2,MEDIUM,0.562,0.5441
918,2,MEDIUM,0.5665,0.5444
919,2,MEDIUM,0.5655,0.5458
920,2,MEDIUM,0.5514,0.5456
921,2,MEDIUM,0.5504,0.5451
922,2,MEDIUM,0.5443,0.5461
923,2,MEDIUM,0.5476,0.5456
924,2,MEDIUM,0.5155,0.5445
925,2,MEDIUM,0.5623,0.5424
926,2,MEDIUM,0.5589,0.5429
927,2,MEDIUM,0.6542,0.545
928,2,MEDIUM,0.4114,0.5413
929,2,MEDIUM,0.5445,0.5412
930,2,MEDIUM,0.6008,0.542
931,2,MEDIUM,0.5441,0.5405
932,2,MEDIUM,0.5312,0.54
933,2,MEDIUM,0.5686,0.54
934,2,MEDIUM,0.5792,0.5404
935,2,MEDIUM,0.5605,0.5407
936,2,MEDIUM,0.5573,0.541
937,2,MEDIUM,0.6047,0.5418
938,2,MEDIUM,0.5487,0.5412
939,2,MEDIUM,0.554,0.5391
940,2,MEDIUM,0.5504,0.542
941,2,MEDIUM,0.55,0.5424
942,2,MEDIUM,0.5815,0.5483
943,2,MEDIUM,0.5612,0.547
944,2,MEDIUM,0.5381,0.5464
945,2,MEDIUM,0.5355,0.5458
946,2,MEDIUM,0.5592,0.5442
947,2,MEDIUM,0.5326,0.5436
948,2,MEDIUM,0.5671,0.5435
949,2,MEDIUM,0.5653,0.5438
950,2,MEDIUM,0.5406,0.5436
951,2,MEDIUM,0.5509,0.5443
952,2,MEDIUM,0.6275,0.5459
953,2,MEDIUM,0.5437,0.5464
954,2,MEDIUM,0.5684,0.5472
955,2,MEDIUM,0.5556,0.5503
956,2,MEDIUM,0.558,0.5498
957,2,MEDIUM,0.4782,0.5478
958,2,MEDIUM,0.6514,0.5502
959,2,MEDIUM,0.4849,0.5467
960,2,MEDIUM,0.6307,0.5511
961,2,MEDIUM,0.5048,0.5507
962,2,MEDIUM,0.5567,0.5518
963,2,MEDIUM,0.5498,0.5515
964,2,MEDIUM,0.6327,0.5576
965,2,MEDIUM,0.5112,0.5564
966,2,MEDIUM,0.5277,0.5559
967,2,MEDIUM,0.5263,0.5552
968,2,MEDIUM,0.4871,0.5536
969,2,MEDIUM,0.5757,0.5538
970,2,MEDIUM,0.5819,0.5545
971,2,MEDIUM,0.5633,0.5547
972,2,MEDIUM,0.5925,0.5557
973,2,MEDIUM,0.5531,0.5558
974,2,MEDIUM,0.5618,0.5567
975,2,MEDIUM,0.5562,0.5566
976,2,MEDIUM,0.3844,0.5531
977,2,MEDIUM,0.6403,0.5528
978,2,MEDIUM,0.5559,0.5557
979,2,MEDIUM,0.5755,0.5563
980,2,MEDIUM,0.5715,0.5558
981,2,MEDIUM,0.6418,0.5577
982,2,MEDIUM,0.5513,0.5581
983,2,MEDIUM,0.5063,0.5569
984,2,MEDIUM,0.5821,0.5569
985,2,MEDIUM,0.5696,0.5571
986,2,MEDIUM,0.564,0.5572
987,2,MEDIUM,0.5827,0.5568
988,2,MEDIUM,0.5561,0.5569
989,2,MEDIUM,0.572,0.5573
990,2,MEDIUM,0.5726,0.5578
991,2,MEDIUM,0.5779,0.5583
992,2,MEDIUM,0.6712,0.5601
993,2,MEDIUM,0.5409,0.5597
994,2,MEDIUM,0.5819,0.5606
995,2,MEDIUM,0.5388,0.5606
996,2,MEDIUM,0.5604,0.5607
997,2,MEDIUM,0.5786,0.5616
998,2,MEDIUM,0.5709,0.5617
999,2,MEDIUM,0.5703,0.5618
1000,2,MEDIUM,0.585,0.5626
1001,2,MEDIUM,0.5582,0.5628
1002,2,MEDIUM,0.5521,0.5613
1003,2,MEDIUM,0.5639,0.5617
1004,2,MEDIUM,0.5659,0.5616
1005,2,MEDIUM,0.3425,0.5574
1006,2,MEDIUM,0.3944,0.5541
1007,2,MEDIUM,0.5076,0.5547
1008,2,MEDIUM,0.4055,0.5498
1009,2,MEDIUM,0.549,0.5511
1010,2,MEDIUM,0.5427,0.5493
1011,2,MEDIUM,0.5586,0.5504
1012,2,MEDIUM,0.5708,0.5506
1013,2,MEDIUM,0.556,0.5508
1014,2,MEDIUM,0.5452,0.549
1015,2,MEDIUM,0.5782,0.5504
1016,2,MEDIUM,0.5485,0.5508
1017,2,MEDIUM,0.6437,0.5531
1018,2,MEDIUM,0.5686,0.5548
1019,2,MEDIUM,0.5662,0.5546
1020,2,MEDIUM,0.5534,0.554
1021,2,MEDIUM,0.5469,0.5537
1022,2,MEDIUM,0.5913,0.5536
1023,2,MEDIUM,0.587,0.5543
1024,2,MEDIUM,0.5566,0.5542
1025,2,MEDIUM,0.4977,0.553
1026,2,MEDIUM,0.5599,0.5566
1027,2,MEDIUM,0.5524,0.5548
1028,2,MEDIUM,0.5754,0.5552
1029,2,MEDIUM,0.5663,0.555
1030,2,MEDIUM,0.4995,0.5536
1031,2,MEDIUM,0.5555,0.5518
1032,2,MEDIUM,0.5326,0.5515
1033,2,MEDIUM,0.5316,0.552
1034,2,MEDIUM,0.5452,0.5512
1035,2,MEDIUM,0.5696,0.5512
1036,2,MEDIUM,0.5641,0.5512
1037,2,MEDIUM,0.3791,0.5472
1038,2,MEDIUM,0.5854,0.5478
1039,2,MEDIUM,0.561,0.5475
1040,2,MEDIUM,0.5625,0.5473
1041,2,MEDIUM,0.5226,0.5462
1042,2,MEDIUM,0.5822,0.5444
1043,2,MEDIUM,0.5385,0.5444
1044,2,MEDIUM,0.5592,0.5439
1045,2,MEDIUM,0.4276,0.5417
1046,2,MEDIUM,0.5826,0.5422
1047,2,MEDIUM,0.547,0.5415
1048,2,MEDIUM,0.5626,0.5414
1049,2,MEDIUM,0.5471,0.5409
1050,2,MEDIUM,0.5355,0.5399
1051,2,MEDIUM,0.6242,0.5412
1052,2,MEDIUM,0.5623,0.5414
1053,2,MEDIUM,0.62,0.5426
1054,2,MEDIUM,0.5479,0.5422
1055,2,MEDIUM,0.5824,0.547
1056,2,MEDIUM,0.5469,0.55
1057,2,MEDIUM,0.6041,0.552
1058,2,MEDIUM,0.5075,0.554
1059,2,MEDIUM,0.6433,0.5559
1060,2,MEDIUM,0.5703,0.5565
1061,2,MEDIUM,0.6305,0.5579
1062,2,MEDIUM,0.6529,0.5595
1063,2,MEDIUM,0.542,0.5593
1064,2,MEDIUM,0.5576,0.5595
1065,2,MEDIUM,0.5605,0.5591
1066,2,MEDIUM,0.5598,0.5594
1067,2,MEDIUM,0.5988,0.5585
1068,2,MEDIUM,0.5766,0.5586
1069,2,MEDIUM,0.5706,0.5587
1070,2,MEDIUM,0.5836,0.5593
1071,2,MEDIUM,0.5219,0.5588
1072,2,MEDIUM,0.5646,0.5583
1073,2,MEDIUM,0.5186,0.5569
1074,2,MEDIUM,0.5595,0.557
1075,2,MEDIUM,0.5195,0.5574
1076,2,MEDIUM,0.5039,0.5563
1077,2,MEDIUM,0.5515,0.5563
1078,2,MEDIUM,0.5568,0.5559
1079,2,MEDIUM,0.5452,0.5555
1080,2,MEDIUM,0.5519,0.5565
1081,2,MEDIUM,0.552,0.5565
1082,2,MEDIUM,0.5798,0.5574
1083,2,MEDIUM,0.4169,0.5551
1084,2,MEDIUM,0.3042,0.5503
1085,2,MEDIUM,0.6525,0.552
1086,2,MEDIUM,0.5549,0.5518
1087,2,MEDIUM,0.5569,0.5553
1088,2,MEDIUM,0.5401,0.5544
1089,2,MEDIUM,0.5715,0.5546
1090,2,MEDIUM,0.5748,0.5549
1091,2,MEDIUM,0.5942,0.5563
1092,2,MEDIUM,0.5742,0.5561
1093,2,MEDIUM,0.5636,0.5566
1094,2,MEDIUM,0.5622,0.5567
1095,2,MEDIUM,0.5299,0.5588
1096,2,MEDIUM,0.5282,0.5577
1097,2,MEDIUM,0.5632,0.558
1098,2,MEDIUM,0.5665,0.5581
1099,2,MEDIUM,0.574,0.5586
1100,2,MEDIUM,0.5272,0.5584
1101,2,MEDIUM,0.5933,0.5578
1102,2,MEDIUM,0.5764,0.5581
1103,2,MEDIUM,0.5653,0.557
1104,2,MEDIUM,0.5479,0.557
1105,2,MEDIUM,0.5722,0.5568
1106,2,MEDIUM,0.5727,0.5573
1107,2,MEDIUM,0.565,0.5565
1108,2,MEDIUM,0.5583,0.5576
1109,2,MEDIUM,0.531,0.5553
1110,2,MEDIUM,0.5913,0.5557
1111,2,MEDIUM,0.5682,0.5545
1112,2,MEDIUM,0.5315,0.5521
1113,2,MEDIUM,0.5513,0.5522
1114,2,MEDIUM,0.5695,0.5525
1115,2,MEDIUM,0.5682,0.5526
1116,2,MEDIUM,0.573,0.5529
1117,2,MEDIUM,0.5451,0.5518
1118,2,MEDIUM,0.5557,0.5514
1119,2,MEDIUM,0.5747,0.5515
1120,2,MEDIUM,0.5785,0.5514
1121,2,MEDIUM,0.5612,0.5522
1122,2,MEDIUM,0.5705,0.5523
1123,2,MEDIUM,0.6,0.5539
1124,2,MEDIUM,0.5813,0.5544
1125,2,MEDIUM,0.6461,0.5569
1126,2,MEDIUM,0.5597,0.558
1127,2,MEDIUM,0.563,0.5582
1128,2,MEDIUM,0.5529,0.5582
1129,2,MEDIUM,0.5526,0.5583
1130,2,MEDIUM,0.5245,0.5578
1131,2,MEDIUM,0.5547,0.5578
1132,2,MEDIUM,0.526,0.5567
1133,2,MEDIUM,0.6519,0.5614
1134,2,MEDIUM,0.3903,0.5632
1135,2,MEDIUM,0.5564,0.5612
1136,2,MEDIUM,0.4796,0.5597
1137,2,MEDIUM,0.5602,0.5598
1138,2,MEDIUM,0.5446,0.5599
1139,2,MEDIUM,0.4913,0.5583
1140,2,MEDIUM,0.5937,0.5587
1141,2,MEDIUM,0.5568,0.5579
1142,2,MEDIUM,0.5735,0.5579
1143,2,MEDIUM,0.57,0.558
1144,2,MEDIUM,0.5871,0.5585
1145,2,MEDIUM,0.5667,0.5593
1146,2,MEDIUM,0.5796,0.5603
1147,2,MEDIUM,0.5613,0.5602
1148,2,MEDIUM,0.6583,0.5621
1149,2,MEDIUM,0.5525,0.5617
1150,2,MEDIUM,0.5434,0.562
1151,2,MEDIUM,0.5652,0.5614
1152,2,MEDIUM,0.6469,0.5628
1153,2,MEDIUM,0.6022,0.5636
1154,2,MEDIUM,0.5546,0.5637
1155,2,MEDIUM,0.551,0.5633
1156,2,MEDIUM,0.6283,0.5644
1157,2,MEDIUM,0.6,0.5651
1158,2,MEDIUM,0.6493,0.5669
1159,2,MEDIUM,0.5693,0.5677
1160,2,MEDIUM,0.5551,0.5669
1161,2,MEDIUM,0.5657,0.5669
1162,2,MEDIUM,0.5396,0.5671
1163,2,MEDIUM,0.5376,0.5668
1164,2,MEDIUM,0.5952,0.5673
1165,2,MEDIUM,0.5705,0.5673
1166,2,MEDIUM,0.5655,0.5672
1167,2,MEDIUM,0.5721,0.5677
1168,2,MEDIUM,0.5614,0.5678
1169,2,MEDIUM,0.5574,0.5675
1170,2,MEDIUM,0.5261,0.5665
1171,2,MEDIUM,0.5732,0.5667
1172,2,MEDIUM,0.5469,0.5662
1173,2,MEDIUM,0.4143,0.5625
1174,2,MEDIUM,0.5427,0.5617
1175,2,MEDIUM,0.5265,0.5593
1176,2,MEDIUM,0.5959,0.5601
1177,2,MEDIUM,0.5456,0.5597
1178,2,MEDIUM,0.5557,0.5598
1179,2,MEDIUM,0.5649,0.56
1180,2,MEDIUM,0.5855,0.5612
1181,2,MEDIUM,0.6079,0.5623
1182,2,MEDIUM,0.5641,0.5631
1183,2,MEDIUM,0.5764,0.5616
1184,2,MEDIUM,0.5671,0.5651
1185,2,MEDIUM,0.4095,0.5622
1186,2,MEDIUM,0.5439,0.5634
1187,2,MEDIUM,0.5515,0.5633
1188,2,MEDIUM,0.5654,0.5637
1189,2,MEDIUM,0.5248,0.5644
1190,2,MEDIUM,0.4072,0.5606
1191,2,MEDIUM,0.5649,0.5608
1192,2,MEDIUM,0.5703,0.5607
1193,2,MEDIUM,0.5707,0.5607
1194,2,MEDIUM,0.5939,0.5609
1195,2,MEDIUM,0.6386,0.5623
1196,2,MEDIUM,0.6554,0.5638
1197,2,MEDIUM,0.5709,0.564
1198,2,MEDIUM,0.5699,0.5622
1199,2,MEDIUM,0.5708,0.5626
1200,2,MEDIUM,0.5711,0.5632
1201,2,MEDIUM,0.5421,0.5627
1202,2,MEDIUM,0.5452,0.5607
1203,2,MEDIUM,0.5653,0.5599
1204,2,MEDIUM,0.5789,0.5604
1205,2,MEDIUM,0.6469,0.5623
1206,2,MEDIUM,0.5807,0.5614
1207,2,MEDIUM,0.6398,0.5622
1208,2,MEDIUM,0.5328,0.5599
1209,2,MEDIUM,0.5515,0.5595
1210,2,MEDIUM,0.6541,0.5615
1211,2,MEDIUM,0.526,0.5607
1212,2,MEDIUM,0.5659,0.5612
1213,2,MEDIUM,0.5442,0.5613
1214,2,MEDIUM,0.5417,0.5603
1215,2,MEDIUM,0.5842,0.5605
1216,2,MEDIUM,0.5753,0.5607
1217,2,MEDIUM,0.5699,0.5607
1218,2,MEDIUM,0.577,0.561
1219,2,MEDIUM,0.5873,0.5616
1220,2,MEDIUM,0.5607,0.5623
1221,2,MEDIUM,0.558,0.562
1222,2,MEDIUM,0.541,0.5619
1223,2,MEDIUM,0.5822,0.5652
1224,2,MEDIUM,0.5078,0.5645
1225,2,MEDIUM,0.6433,0.5669
1226,2,MEDIUM,0.5716,0.5664
1227,2,MEDIUM,0.4183,0.5638
1228,2,MEDIUM,0.524,0.5632
1229,2,MEDIUM,0.5359,0.5626
1230,2,MEDIUM,0.4236,0.5594
1231,2,MEDIUM,0.3855,0.5549
1232,2,MEDIUM,0.5622,0.5549
1233,2,MEDIUM,0.3809,0.551
1234,2,MEDIUM,0.5884,0.5514
1235,2,MEDIUM,0.552,0.5543
1236,2,MEDIUM,0.6479,0.5563
1237,2,MEDIUM,0.5665,0.5566
1238,2,MEDIUM,0.5441,0.5562
1239,2,MEDIUM,0.5575,0.5569
1240,2,MEDIUM,0.5604,0.5599
1241,2,MEDIUM,0.5588,0.5598
1242,2,MEDIUM,0.5389,0.5592
1243,2,MEDIUM,0.5576,0.5589
1244,2,MEDIUM,0.5544,0.5581
1245,2,MEDIUM,0.5592,0.5565
1246,2,MEDIUM,0.6387,0.5562
1247,2,MEDIUM,0.5517,0.5558
1248,2,MEDIUM,0.6413,0.5573
1249,2,MEDIUM,0.5626,0.5571
1250,2,MEDIUM,0.573,0.5571
1251,2,MEDIUM,0.4861,0.556
1252,2,MEDIUM,0.5549,0.5562
1253,2,MEDIUM,0.5518,0.5559
1254,2,MEDIUM,0.5731,0.5558
1255,2,MEDIUM,0.5753,0.5544
1256,2,MEDIUM,0.5467,0.5537
1257,2,MEDIUM,0.4694,0.5503
1258,2,MEDIUM,0.5504,0.5506
1259,2,MEDIUM,0.5155,0.5499
1260,2,MEDIUM,0.5549,0.5479
1261,2,MEDIUM,0.5883,0.5492
1262,2,MEDIUM,0.6079,0.55
1263,2,MEDIUM,0.5534,0.5502
1264,2,MEDIUM,0.5664,0.5507
1265,2,MEDIUM,0.5729,0.5505
1266,2,MEDIUM,0.5773,0.5505
1267,2,MEDIUM,0.5472,0.5501
1268,2,MEDIUM,0.5554,0.5496
1269,2,MEDIUM,0.55,0.5489
1270,2,MEDIUM,0.5552,0.5488
1271,2,MEDIUM,0.654,0.5507
1272,2,MEDIUM,0.5963,0.5518
1273,2,MEDIUM,0.5433,0.551
1274,2,MEDIUM,0.5635,0.5521
1275,2,MEDIUM,0.5795,0.5509
1276,2,MEDIUM,0.5759,0.551
1277,2,MEDIUM,0.55,0.5536
1278,2,MEDIUM,0.5701,0.5545
1279,2,MEDIUM,0.5427,0.5547
1280,2,MEDIUM,0.5934,0.5581
1281,2,MEDIUM,0.5342,0.561
1282,2,MEDIUM,0.5527,0.5608
1283,2,MEDIUM,0.5535,0.5643
1284,2,MEDIUM,0.5892,0.5643
1285,2,MEDIUM,0.5747,0.5648
1286,2,MEDIUM,0.5698,0.5632
1287,2,MEDIUM,0.5756,0.5634
1288,2,MEDIUM,0.5484,0.5635
1289,2,MEDIUM,0.5764,0.5638
1290,2,MEDIUM,0.5573,0.5638
1291,2,MEDIUM,0.585,0.5643
1292,2,MEDIUM,0.5522,0.5646
1293,2,MEDIUM,0.4399,0.5622
1294,2,MEDIUM,0.5726,0.5626
1295,2,MEDIUM,0.5809,0.563
1296,2,MEDIUM,0.3918,0.5581
1297,2,MEDIUM,0.5812,0.5587
1298,2,MEDIUM,0.5606,0.5571
1299,2,MEDIUM,0.5452,0.5567
1300,2,MEDIUM,0.5549,0.5563
1301,2,MEDIUM,0.5817,0.5583
1302,2,MEDIUM,0.5667,0.5585
1303,2,MEDIUM,0.5559,0.5586
1304,2,MEDIUM,0.5725,0.5586
1305,2,MEDIUM,0.5588,0.5582
1306,2,MEDIUM,0.567,0.5586
1307,2,MEDIUM,0.5582,0.5604
1308,2,MEDIUM,0.6041,0.5615
1309,2,MEDIUM,0.5781,0.5627
1310,2,MEDIUM,0.5632,0.5629
1311,2,MEDIUM,0.5841,0.5628
1312,2,MEDIUM,0.582,0.5623
1313,2,MEDIUM,0.5655,0.5625
1314,2,MEDIUM,0.5589,0.5624
1315,2,MEDIUM,0.6084,0.5631
1316,2,MEDIUM,0.5882,0.5633
1317,2,MEDIUM,0.5808,0.564
1318,2,MEDIUM,0.5681,0.5642
1319,2,MEDIUM,0.6444,0.5661
1320,2,MEDIUM,0.5733,0.5665
1321,2,MEDIUM,0.65,0.5664
1322,2,MEDIUM,0.5861,0.5662
1323,2,MEDIUM,0.5496,0.5663
1324,2,MEDIUM,0.5917,0.5669
1325,2,MEDIUM,0.5703,0.5667
1326,2,MEDIUM,0.633,0.5679
1327,2,MEDIUM,0.5514,0.5679
1328,2,MEDIUM,0.5769,0.568
1329,2,MEDIUM,0.5941,0.5691
1330,2,MEDIUM,0.6427,0.57
1331,2,MEDIUM,0.5592,0.5705
1332,2,MEDIUM,0.5683,0.5708
1333,2,MEDIUM,0.5821,0.5714
1334,2,MEDIUM,0.5829,0.5713
1335,2,MEDIUM,0.6716,0.5732
1336,2,MEDIUM,0.581,0.5735
1337,2,MEDIUM,0.5816,0.5736
1338,2,MEDIUM,0.5556,0.5737
1339,2,MEDIUM,0.5478,0.5731
1340,2,MEDIUM,0.5567,0.5731
1341,2,MEDIUM,0.5476,0.5724
1342,2,MEDIUM,0.6405,0.5742
1343,2,MEDIUM,0.5525,0.5764
1344,2,MEDIUM,0.5747,0.5764
1345,2,MEDIUM,0.5673,0.5762
1346,2,MEDIUM,0.5581,0.5795
1347,2,MEDIUM,0.3817,0.5755
1348,2,MEDIUM,0.4166,0.5726
1349,2,MEDIUM,0.5833,0.5734
1350,2,MEDIUM,0.4284,0.5709
1351,2,MEDIUM,0.623,0.5717
1352,2,MEDIUM,0.556,0.5715
1353,2,MEDIUM,0.542,0.5712
1354,2,MEDIUM,0.5436,0.5706
1355,2,MEDIUM,0.4716,0.5689
1356,2,MEDIUM,0.5771,0.5691
1357,2,MEDIUM,0.4875,0.5677
1358,2,MEDIUM,0.5709,0.567
1359,2,MEDIUM,0.5846,0.5671
1360,2,MEDIUM,0.5533,0.5669
1361,2,MEDIUM,0.5646,0.5665
1362,2,MEDIUM,0.5597,0.5661
1363,2,MEDIUM,0.5704,0.5662
1364,2,MEDIUM,0.5753,0.5665
1365,2,MEDIUM,0.5815,0.566
1366,2,MEDIUM,0.5651,0.5655
1367,2,MEDIUM,0.5711,0.5653
1368,2,MEDIUM,0.5938,0.5658
1369,2,MEDIUM,0.5565,0.5641
1370,2,MEDIUM,0.6459,0.5655
1371,2,MEDIUM,0.5623,0.5638
1372,2,MEDIUM,0.5703,0.5635
1373,2,MEDIUM,0.5696,0.5639
1374,2,MEDIUM,0.5834,0.5637
1375,2,MEDIUM,0.6415,0.5651
1376,2,MEDIUM,0.544,0.5633
1377,2,MEDIUM,0.5773,0.5639
1378,2,MEDIUM,0.5591,0.5635
1379,2,MEDIUM,0.6405,0.5644
1380,2,MEDIUM,0.5872,0.5633
1381,2,MEDIUM,0.58,0.5637
1382,2,MEDIUM,0.6422,0.5652
1383,2,MEDIUM,0.5437,0.5644
1384,2,MEDIUM,0.5749,0.5643
1385,2,MEDIUM,0.5733,0.5623
1386,2,MEDIUM,0.5496,0.5617
1387,2,MEDIUM,0.526,0.5606
1388,2,MEDIUM,0.5708,0.5609
1389,2,MEDIUM,0.5479,0.5609
1390,2,MEDIUM,0.5887,0.5615
1391,2,MEDIUM,0.5752,0.5621
1392,2,MEDIUM,0.5537,0.5603
1393,2,MEDIUM,0.5425,0.5601
1394,2,MEDIUM,0.585,0.5604
1395,2,MEDIUM,0.5733,0.5605
1396,2,MEDIUM,0.5501,0.5603
1397,2,MEDIUM,0.5626,0.5639
1398,2,MEDIUM,0.5592,0.5668
1399,2,MEDIUM,0.5813,0.5667
1400,2,MEDIUM,0.5721,0.5696
1401,2,MEDIUM,0.559,0.5683
1402,2,MEDIUM,0.5799,0.5688
1403,2,MEDIUM,0.5434,0.5688
1404,2,MEDIUM,0.5556,0.5691
1405,2,MEDIUM,0.5516,0.5707
1406,2,MEDIUM,0.565,0.5704
1407,2,MEDIUM,0.5811,0.5723
1408,2,MEDIUM,0.585,0.5726
1409,2,MEDIUM,0.5658,0.5722
1410,2,MEDIUM,0.5906,0.573
1411,2,MEDIUM,0.558,0.5728
1412,2,MEDIUM,0.6478,0.5746
1413,2,MEDIUM,0.5538,0.5743
1414,2,MEDIUM,0.5787,0.5743
1415,2,MEDIUM,0.6385,0.5755
1416,2,MEDIUM,0.565,0.5755
1417,2,MEDIUM,0.5594,0.5752
1418,2,MEDIUM,0.6605,0.5766
1419,2,MEDIUM,0.5576,0.5766
1420,2,MEDIUM,0.555,0.5748
1421,2,MEDIUM,0.5735,0.575
1422,2,MEDIUM,0.5602,0.5748
1423,2,MEDIUM,0.3966,0.5713
1424,2,MEDIUM,0.5516,0.5707
1425,2,MEDIUM,0.4444,0.5668
1426,2,MEDIUM,0.5481,0.5668
1427,2,MEDIUM,0.5682,0.5667
1428,2,MEDIUM,0.5479,0.5664
1429,2,MEDIUM,0.5738,0.5651
1430,2,MEDIUM,0.5836,0.565
1431,2,MEDIUM,0.4679,0.5628
1432,2,MEDIUM,0.568,0.5613
1433,2,MEDIUM,0.5699,0.5618
